Back|Object|56|..\..\..\Desktop\MapTool\Image\Texture\Back\Object\Back%d.png
Guangmok|Attack5|10|..\..\MapTool\Image\Texture\Unit\Guangmok\Attack5\%d.png
Guangmok|Dead|19|..\..\MapTool\Image\Texture\Unit\Guangmok\Dead\%d.png
Guangmok|Move1|7|..\..\MapTool\Image\Texture\Unit\Guangmok\Move1\%d.png
Guangmok|Move2|7|..\..\MapTool\Image\Texture\Unit\Guangmok\Move2\%d.png
Guangmok|Move3|7|..\..\MapTool\Image\Texture\Unit\Guangmok\Move3\%d.png
Guangmok|Move4|7|..\..\MapTool\Image\Texture\Unit\Guangmok\Move4\%d.png
Guangmok|Move5|7|..\..\MapTool\Image\Texture\Unit\Guangmok\Move5\%d.png
Guangmok|Stand1|8|..\..\MapTool\Image\Texture\Unit\Guangmok\Stand1\%d.png
Guangmok|Stand2|8|..\..\MapTool\Image\Texture\Unit\Guangmok\Stand2\%d.png
Guangmok|Stand3|8|..\..\MapTool\Image\Texture\Unit\Guangmok\Stand3\%d.png
Guangmok|Stand4|8|..\..\MapTool\Image\Texture\Unit\Guangmok\Stand4\%d.png
Guangmok|Stand5|8|..\..\MapTool\Image\Texture\Unit\Guangmok\Stand5\%d.png
Jeungjang|Attack1|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Attack1\%d.png
Jeungjang|Attack2|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Attack2\%d.png
Jeungjang|Attack3|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Attack3\%d.png
Jeungjang|Attack4|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Attack4\%d.png
Jeungjang|Attack5|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Attack5\%d.png
Jeungjang|Dead|20|..\..\MapTool\Image\Texture\Unit\Jeungjang\Dead\%d.png
Jeungjang|Move1|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Move1\%d.png
Jeungjang|Move2|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Move2\%d.png
Jeungjang|Move3|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Move3\%d.png
Jeungjang|Move4|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Move4\%d.png
Jeungjang|Move5|8|..\..\MapTool\Image\Texture\Unit\Jeungjang\Move5\%d.png
Jeungjang|Stand1|12|..\..\MapTool\Image\Texture\Unit\Jeungjang\Stand1\%d.png
Jeungjang|Stand2|12|..\..\MapTool\Image\Texture\Unit\Jeungjang\Stand2\%d.png
Jeungjang|Stand3|12|..\..\MapTool\Image\Texture\Unit\Jeungjang\Stand3\%d.png
Jeungjang|Stand4|12|..\..\MapTool\Image\Texture\Unit\Jeungjang\Stand4\%d.png
Jeungjang|Stand5|12|..\..\MapTool\Image\Texture\Unit\Jeungjang\Stand5\%d.png
Jiguk|Attack1|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Attack1\%d.png
Jiguk|Attack2|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Attack2\%d.png
Jiguk|Attack3|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Attack3\%d.png
Jiguk|Attack4|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Attack4\%d.png
Jiguk|Attack5|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Attack5\%d.png
Jiguk|Dead|20|..\..\MapTool\Image\Texture\Unit\Jiguk\Dead\%d.png
Jiguk|Move1|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Move1\%d.png
Jiguk|Move2|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Move2\%d.png
Jiguk|Move3|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Move3\%d.png
Jiguk|Move4|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Move4\%d.png
Jiguk|Move5|8|..\..\MapTool\Image\Texture\Unit\Jiguk\Move5\%d.png
Jiguk|Stand1|12|..\..\MapTool\Image\Texture\Unit\Jiguk\Stand1\%d.png
Jiguk|Stand2|12|..\..\MapTool\Image\Texture\Unit\Jiguk\Stand2\%d.png
Jiguk|Stand3|12|..\..\MapTool\Image\Texture\Unit\Jiguk\Stand3\%d.png
Jiguk|Stand4|12|..\..\MapTool\Image\Texture\Unit\Jiguk\Stand4\%d.png
Jiguk|Stand5|12|..\..\MapTool\Image\Texture\Unit\Jiguk\Stand5\%d.png
LeeSunsin|Attack1|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Attack1\%d.png
LeeSunsin|Attack2|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Attack2\%d.png
LeeSunsin|Attack3|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Attack3\%d.png
LeeSunsin|Attack4|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Attack4\%d.png
LeeSunsin|Attack5|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Attack5\%d.png
LeeSunsin|Dead|9|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Dead\%d.png
LeeSunsin|Move1|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Move1\%d.png
LeeSunsin|Move2|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Move2\%d.png
LeeSunsin|Move3|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Move3\%d.png
LeeSunsin|Move4|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Move4\%d.png
LeeSunsin|Move5|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Move5\%d.png
LeeSunsin|Skill1|11|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Skill1\%d.png
LeeSunsin|Skill2|11|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Skill2\%d.png
LeeSunsin|Skill3|11|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Skill3\%d.png
LeeSunsin|Skill4|11|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Skill4\%d.png
LeeSunsin|Skill5|11|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Skill5\%d.png
LeeSunsin|Stand1|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Stand1\%d.png
LeeSunsin|Stand2|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Stand2\%d.png
LeeSunsin|Stand3|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Stand3\%d.png
LeeSunsin|Stand4|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Stand4\%d.png
LeeSunsin|Stand5|8|..\..\MapTool\Image\Texture\Unit\LeeSunsin\Stand5\%d.png
SunbiYean|Attack1|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Attack1\%d.png
SunbiYean|Attack2|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Attack2\%d.png
SunbiYean|Attack3|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Attack3\%d.png
SunbiYean|Attack4|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Attack4\%d.png
SunbiYean|Attack5|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Attack5\%d.png
SunbiYean|Dead|10|..\..\MapTool\Image\Texture\Unit\SunbiYean\Dead\%d.png
SunbiYean|Move1|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Move1\%d.png
SunbiYean|Move2|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Move2\%d.png
SunbiYean|Move3|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Move3\%d.png
SunbiYean|Move4|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Move4\%d.png
SunbiYean|Move5|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Move5\%d.png
SunbiYean|Skill1|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Skill1\%d.png
SunbiYean|Skill2|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Skill2\%d.png
SunbiYean|Skill3|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Skill3\%d.png
SunbiYean|Skill4|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Skill4\%d.png
SunbiYean|Skill5|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Skill5\%d.png
SunbiYean|Stand1|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Stand1\%d.png
SunbiYean|Stand2|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Stand2\%d.png
SunbiYean|Stand3|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Stand3\%d.png
SunbiYean|Stand4|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Stand4\%d.png
SunbiYean|Stand5|8|..\..\MapTool\Image\Texture\Unit\SunbiYean\Stand5\%d.png
Tiger|Attack1|10|..\..\MapTool\Image\Texture\Unit\Tiger\Attack1\%d.png
Tiger|Attack2|10|..\..\MapTool\Image\Texture\Unit\Tiger\Attack2\%d.png
Tiger|Attack3|10|..\..\MapTool\Image\Texture\Unit\Tiger\Attack3\%d.png
Tiger|Attack4|10|..\..\MapTool\Image\Texture\Unit\Tiger\Attack4\%d.png
Tiger|Attack5|10|..\..\MapTool\Image\Texture\Unit\Tiger\Attack5\%d.png
Tiger|Dead|8|..\..\MapTool\Image\Texture\Unit\Tiger\Dead\%d.png
Tiger|Move1|6|..\..\MapTool\Image\Texture\Unit\Tiger\Move1\%d.png
Tiger|Move2|6|..\..\MapTool\Image\Texture\Unit\Tiger\Move2\%d.png
Tiger|Move3|6|..\..\MapTool\Image\Texture\Unit\Tiger\Move3\%d.png
Tiger|Move4|6|..\..\MapTool\Image\Texture\Unit\Tiger\Move4\%d.png
Tiger|Move5|6|..\..\MapTool\Image\Texture\Unit\Tiger\Move5\%d.png
Tiger|Skill1|8|..\..\MapTool\Image\Texture\Unit\Tiger\Skill1\%d.png
Tiger|Skill2|8|..\..\MapTool\Image\Texture\Unit\Tiger\Skill2\%d.png
Tiger|Skill3|8|..\..\MapTool\Image\Texture\Unit\Tiger\Skill3\%d.png
Tiger|Skill4|8|..\..\MapTool\Image\Texture\Unit\Tiger\Skill4\%d.png
Tiger|Skill5|8|..\..\MapTool\Image\Texture\Unit\Tiger\Skill5\%d.png
Tiger|Stand1|8|..\..\MapTool\Image\Texture\Unit\Tiger\Stand1\%d.png
Tiger|Stand2|8|..\..\MapTool\Image\Texture\Unit\Tiger\Stand2\%d.png
Tiger|Stand3|8|..\..\MapTool\Image\Texture\Unit\Tiger\Stand3\%d.png
Tiger|Stand4|8|..\..\MapTool\Image\Texture\Unit\Tiger\Stand4\%d.png
Tiger|Stand5|8|..\..\MapTool\Image\Texture\Unit\Tiger\Stand5\%d.png
Turtle|Attack1|12|..\..\MapTool\Image\Texture\Unit\Turtle\Attack1\%d.png
Turtle|Attack2|12|..\..\MapTool\Image\Texture\Unit\Turtle\Attack2\%d.png
Turtle|Attack3|12|..\..\MapTool\Image\Texture\Unit\Turtle\Attack3\%d.png
Turtle|Attack4|12|..\..\MapTool\Image\Texture\Unit\Turtle\Attack4\%d.png
Turtle|Attack5|12|..\..\MapTool\Image\Texture\Unit\Turtle\Attack5\%d.png
Turtle|Dead|9|..\..\MapTool\Image\Texture\Unit\Turtle\Dead\%d.png
Turtle|Move1|8|..\..\MapTool\Image\Texture\Unit\Turtle\Move1\%d.png
Turtle|Move2|8|..\..\MapTool\Image\Texture\Unit\Turtle\Move2\%d.png
Turtle|Move3|8|..\..\MapTool\Image\Texture\Unit\Turtle\Move3\%d.png
Turtle|Move4|8|..\..\MapTool\Image\Texture\Unit\Turtle\Move4\%d.png
Turtle|Move5|8|..\..\MapTool\Image\Texture\Unit\Turtle\Move5\%d.png
Turtle|Stand1|8|..\..\MapTool\Image\Texture\Unit\Turtle\Stand1\%d.png
Turtle|Stand2|8|..\..\MapTool\Image\Texture\Unit\Turtle\Stand2\%d.png
Turtle|Stand3|8|..\..\MapTool\Image\Texture\Unit\Turtle\Stand3\%d.png
Turtle|Stand4|8|..\..\MapTool\Image\Texture\Unit\Turtle\Stand4\%d.png
Turtle|Stand5|8|..\..\MapTool\Image\Texture\Unit\Turtle\Stand5\%d.png
UI|TownBack|16|..\..\MapTool\Image\Texture\UI\TownBack\UI%d.png
UI|TownButton|17|..\..\MapTool\Image\Texture\UI\TownButton\UI%d.png
UI|Login|10|..\..\..\Desktop\MapTool\Image\Texture\UI\Login\UI%d.png
UI|Pannel|8|..\..\..\Desktop\MapTool\Image\Texture\UI\Pannel\UI%d.png
UI|CharInfo|4|..\..\..\Desktop\MapTool\Image\Texture\UI\CharInfo\%d.png
UI|BattleCount|5|..\..\..\Desktop\MapTool\Image\Texture\UI\BattleCount\%d.png
UI|BattleWait|26|..\..\..\Desktop\MapTool\Image\Texture\UI\BattleWait\%d.png
UI|Win|12|..\..\..\Desktop\MapTool\Image\Texture\UI\Win\UI%d.png
UI|Rect|1|..\..\..\Desktop\MapTool\Image\Texture\UI\Rect\Rect%d.png
Portrait|Damoon|3|..\..\MapTool\Image\Texture\UI\Portrait\Damoon\%d.png
Portrait|Dragon|3|..\..\MapTool\Image\Texture\UI\Portrait\Dragon\%d.png
Portrait|FireBird|3|..\..\MapTool\Image\Texture\UI\Portrait\FireBird\%d.png
Portrait|Guangmok|3|..\..\MapTool\Image\Texture\UI\Portrait\Guangmok\%d.png
Portrait|Jeungjang|3|..\..\MapTool\Image\Texture\UI\Portrait\Jeungjang\%d.png
Portrait|Jiguk|3|..\..\MapTool\Image\Texture\UI\Portrait\Jiguk\%d.png
Portrait|LeeSoonsin|3|..\..\MapTool\Image\Texture\UI\Portrait\LeeSoonsin\%d.png
Portrait|Player|3|..\..\MapTool\Image\Texture\UI\Portrait\Player\%d.png
Portrait|SoonbiYean|3|..\..\MapTool\Image\Texture\UI\Portrait\SoonbiYean\%d.png
Portrait|Tiger|3|..\..\MapTool\Image\Texture\UI\Portrait\Tiger\%d.png
Portrait|Turtle|3|..\..\MapTool\Image\Texture\UI\Portrait\Turtle\%d.png
Portrait|PortraitUI|14|..\..\MapTool\Image\Texture\UI\Portrait\PortraitUI\%d.png
Mouse|Attack_Click|5|..\..\MapTool\Image\Texture\Mouse\Attack_Click\%d.png
Mouse|Attack_Idle|17|..\..\MapTool\Image\Texture\Mouse\Attack_Idle\%d.png
Mouse|Skill_Click|5|..\..\MapTool\Image\Texture\Mouse\Skill_Click\%d.png
Mouse|Skill_Idle|4|..\..\MapTool\Image\Texture\Mouse\Skill_Idle\%d.png
Mouse|Stand_Click|5|..\..\MapTool\Image\Texture\Mouse\Stand_Click\%d.png
Mouse|Stand_Enemy|1|..\..\MapTool\Image\Texture\Mouse\Stand_Enemy\%d.png
Mouse|Stand_Idle|15|..\..\MapTool\Image\Texture\Mouse\Stand_Idle\%d.png
Mouse|Stand_Unit|1|..\..\MapTool\Image\Texture\Mouse\Stand_Unit\%d.png
Item|Beauti_Body|2|..\..\..\Desktop\MapTool\Image\Texture\Item\Beauti_Body\%d.png
Item|Beauti_Head|2|..\..\..\Desktop\MapTool\Image\Texture\Item\Beauti_Head\%d.png
Item|Dragon_Body|2|..\..\..\Desktop\MapTool\Image\Texture\Item\Dragon_Body\%d.png
Item|Dragon_Head|2|..\..\..\Desktop\MapTool\Image\Texture\Item\Dragon_Head\%d.png
Item|Drug|9|..\..\..\Desktop\MapTool\Image\Texture\Item\Drug\%d.png
Item|FrowerRing|2|..\..\..\Desktop\MapTool\Image\Texture\Item\FrowerRing\%d.png
Item|Gumangdo|2|..\..\..\Desktop\MapTool\Image\Texture\Item\Gumangdo\%d.png
Item|ThunderGun|2|..\..\..\Desktop\MapTool\Image\Texture\Item\ThunderGun\%d.png
Effect|BombEff|29|..\..\..\Desktop\MapTool\Image\Texture\Effect\BombEff\Effect%d.png
Effect|MoveMark|14|..\..\..\Desktop\MapTool\Image\Texture\Effect\MoveMark\Effect%d.png
Effect|WaterDragon|11|..\..\..\Desktop\MapTool\Image\Texture\Effect\WaterDragon\Effect%d.png
Effect|Light|30|..\..\..\Desktop\MapTool\Image\Texture\Effect\Light\lighting_blue%d.png
Effect|FrozenOrb|23|..\..\..\Desktop\MapTool\Image\Texture\Effect\FrozenOrb\Skill%d.png
